Year,State,Urban_Rural,Road_Type,Weather,Vehicle_Type,Accident_Count,Fatalities,Injuries,Severity_Index
2018,Himachal Pradesh,Urban,NH,Fog,Car,13563,1262,9662,8.88
2022,Himachal Pradesh,Urban,City,Fog,Car,8546,1144,4614,6.23
2018,Andhra Pradesh,Rural,NH,Fog,Truck,13554,918,6154,5.32
2018,Kerala,Urban,NH,Clear,Bus,2413,222,1527,9.25
2016,Rajasthan,Rural,SH,Rainy,Car,5816,680,4403,9.46
2021,Uttarakhand,Rural,SH,Fog,Truck,20186,1441,8840,5.02
2010,West Bengal,Rural,SH,Rainy,Bus,3621,393,2805,6.46
2017,Maharashtra,Rural,SH,Rainy,Car,14655,1356,7454,8.5
2015,Chhattisgarh,Urban,City,Clear,Car,9866,676,7529,9.15
2020,Kerala,Rural,City,Clear,Two-Wheeler,13308,732,6032,8.26
2010,West Bengal,Urban,NH,Clear,Two-Wheeler,11776,1690,7327,7.68
2019,Rajasthan,Rural,NH,Fog,Bus,545,39,422,6.01
2015,West Bengal,Urban,City,Rainy,Car,23213,2772,9829,6.88
2018,Andhra Pradesh,Urban,Rural,Clear,Bus,21541,3211,10106,7.4
2020,Himachal Pradesh,Rural,City,Rainy,Bus,13978,786,7764,7.95
2014,West Bengal,Rural,SH,Rainy,Two-Wheeler,3724,371,2740,6.8
2016,Himachal Pradesh,Rural,Rural,Rainy,Car,2236,333,955,7.44
2020,Haryana,Urban,City,Fog,Two-Wheeler,4397,289,3229,6.85
2016,Himachal Pradesh,Urban,Rural,Rainy,Bus,2228,182,1355,9.44
2016,Jharkhand,Rural,Rural,Clear,Car,10750,796,5604,9.06
2024,Maharashtra,Rural,SH,Fog,Car,22336,2895,10875,8.39
2015,Assam,Urban,Rural,Rainy,Bus,5691,786,3645,6.19
2016,Delhi,Urban,City,Fog,Car,24825,1590,14751,6.32
2024,Arunachal Pradesh,Rural,Rural,Clear,Bus,10589,698,7522,5.53
2018,Haryana,Rural,SH,Fog,Truck,4332,609,3438,6.29
2022,Uttarakhand,Rural,NH,Clear,Truck,16039,1999,8912,8.73
2011,Karnataka,Urban,SH,Fog,Two-Wheeler,5727,705,4083,8.17
2015,Telangana,Urban,SH,Fog,Two-Wheeler,16731,1991,6863,8.39
2010,Kerala,Rural,Rural,Clear,Bus,11195,1548,6559,7.09
2021,Haryana,Rural,SH,Clear,Truck,18390,1532,10509,5.67
2018,Karnataka,Urban,Rural,Rainy,Truck,20439,2308,8850,8.17
2014,Jharkhand,Rural,City,Clear,Truck,22444,1819,10746,7.14
2012,Maharashtra,Rural,NH,Fog,Truck,4580,480,2846,9.38
2019,Telangana,Urban,Rural,Clear,Bus,17570,2411,10690,5.98
2017,Delhi,Rural,Rural,Fog,Two-Wheeler,21273,2038,8702,9.32
2013,Andhra Pradesh,Rural,SH,Fog,Truck,7530,650,5414,6.73
2024,Uttar Pradesh,Urban,City,Clear,Truck,12407,1743,7346,5.47
2023,Tamil Nadu,Rural,City,Rainy,Bus,15333,1831,6660,5.72
2020,Bihar,Rural,SH,Clear,Bus,6099,655,3380,5.99
2010,Punjab,Urban,SH,Fog,Two-Wheeler,979,69,575,6.38
2019,Uttarakhand,Urban,Rural,Rainy,Bus,887,118,636,6.52
2014,Delhi,Urban,NH,Rainy,Car,9177,581,3978,8.95
2024,Karnataka,Urban,City,Clear,Truck,6842,667,5036,5.49
2014,Himachal Pradesh,Urban,Rural,Clear,Car,17129,1497,11570,5.76
2013,Kerala,Rural,NH,Clear,Bus,19439,1925,11678,6.65
2016,Bihar,Rural,Rural,Rainy,Truck,23928,1895,11033,7.08
2021,Uttarakhand,Rural,NH,Rainy,Car,10477,1446,8167,8.33
2018,Chhattisgarh,Rural,City,Clear,Truck,13261,967,9433,8.82
2024,Bihar,Rural,NH,Fog,Car,2074,273,1057,7.46
2024,Arunachal Pradesh,Urban,Rural,Rainy,Truck,6737,573,3311,5.33
2020,Jharkhand,Urban,Rural,Rainy,Two-Wheeler,16140,1099,7039,7.03
2014,Delhi,Urban,SH,Fog,Truck,23635,3304,16427,6.25
2016,Tamil Nadu,Rural,City,Rainy,Car,17617,2447,10961,6.83
2018,Punjab,Urban,SH,Fog,Two-Wheeler,5125,358,2644,7.57
2012,Assam,Rural,Rural,Fog,Car,24935,1792,11120,8.47
2024,Andhra Pradesh,Urban,SH,Fog,Truck,12986,677,10225,7.23
2023,Gujarat,Urban,Rural,Fog,Truck,9040,1354,7191,5.58
2019,Arunachal Pradesh,Urban,NH,Rainy,Bus,19062,1188,13427,6.2
2024,Himachal Pradesh,Urban,City,Rainy,Truck,4067,510,3071,5.34
2022,Andhra Pradesh,Urban,NH,Clear,Two-Wheeler,23781,1272,17050,8.79
2015,Odisha,Rural,SH,Clear,Car,21531,2621,16901,8.6
2024,Andhra Pradesh,Urban,NH,Fog,Bus,19479,2759,11579,5.51
2018,Rajasthan,Rural,SH,Fog,Bus,13943,1701,8588,9.39
2013,Goa,Urban,City,Clear,Car,10779,905,7915,6.8
2020,Delhi,Rural,NH,Clear,Car,13743,809,6839,5.67
2023,Gujarat,Rural,SH,Fog,Car,1590,218,909,8.88
2010,Gujarat,Rural,SH,Clear,Car,1997,158,1066,7.35
2020,Maharashtra,Rural,Rural,Fog,Two-Wheeler,10094,908,5230,6.09
2014,Tamil Nadu,Urban,Rural,Rainy,Bus,6701,941,5167,8.49
2016,Arunachal Pradesh,Urban,City,Clear,Two-Wheeler,12019,1059,5207,5.59
2023,Uttarakhand,Rural,SH,Clear,Bus,6992,1036,2976,7.47
2012,Uttar Pradesh,Urban,NH,Fog,Bus,19469,1343,9255,8.65
2019,Uttarakhand,Rural,City,Fog,Car,7381,717,3059,7.89
2010,Assam,Urban,Rural,Fog,Bus,15128,1695,7689,7.16
2021,Haryana,Urban,City,Fog,Truck,21655,2410,9468,7.84
2019,Odisha,Rural,NH,Clear,Car,4599,652,2479,5.65
2018,Delhi,Rural,City,Rainy,Bus,24359,2152,16374,8.59
2020,Andhra Pradesh,Urban,Rural,Clear,Truck,9540,666,5983,5.94
2017,Haryana,Rural,Rural,Rainy,Truck,20351,2823,8772,6.51
2014,Madhya Pradesh,Rural,Rural,Rainy,Car,8386,1013,3886,8.2
2022,Tamil Nadu,Urban,Rural,Rainy,Bus,22156,1206,16087,7.9
2016,Punjab,Rural,NH,Rainy,Truck,17982,2054,11978,6.12
2010,Jharkhand,Rural,Rural,Rainy,Two-Wheeler,8203,1043,5144,8.54
2018,Andhra Pradesh,Rural,Rural,Fog,Two-Wheeler,11096,800,8736,5.02
2023,Madhya Pradesh,Rural,NH,Clear,Car,14194,1249,6379,5.03
2013,Gujarat,Rural,SH,Fog,Two-Wheeler,23279,3066,17872,8.94
2017,Haryana,Rural,NH,Clear,Car,13757,913,6618,8.6
2016,Andhra Pradesh,Rural,Rural,Fog,Two-Wheeler,22080,3108,11526,6.29
2019,West Bengal,Rural,Rural,Clear,Car,18923,1616,9051,5.19
2023,Odisha,Rural,Rural,Clear,Two-Wheeler,11903,1138,7263,7.89
2022,Uttar Pradesh,Urban,Rural,Fog,Car,24068,2359,13983,5.11
2013,Madhya Pradesh,Rural,SH,Fog,Two-Wheeler,13392,1502,7002,7.75
2019,Kerala,Rural,NH,Clear,Bus,17056,2215,12302,8.13
2023,West Bengal,Urban,City,Rainy,Truck,10575,592,4954,8.84
2023,Delhi,Urban,NH,Clear,Car,24649,2601,15751,7.76
2015,Gujarat,Rural,Rural,Rainy,Car,1404,149,1070,5.98
2015,Punjab,Urban,SH,Fog,Bus,1052,75,451,6.5
2014,Uttarakhand,Urban,NH,Fog,Bus,13292,768,7098,6.19
2011,Chhattisgarh,Urban,NH,Fog,Two-Wheeler,15909,1658,11043,9.42
2013,Odisha,Urban,NH,Clear,Truck,9797,1265,4658,6.29
2010,Jharkhand,Rural,NH,Fog,Two-Wheeler,18087,1608,12151,7.5
2022,Karnataka,Rural,NH,Rainy,Two-Wheeler,12368,1167,6954,8.4
2018,Jharkhand,Rural,NH,Fog,Bus,548,61,391,6.97
2023,Goa,Urban,City,Clear,Bus,8461,908,4030,7.03
2019,Karnataka,Rural,Rural,Fog,Bus,16768,2097,12486,5.08
2023,Maharashtra,Urban,NH,Fog,Bus,22986,1629,13743,8.8
2022,Himachal Pradesh,Urban,SH,Rainy,Bus,14340,1502,6386,7.82
2020,Chhattisgarh,Urban,NH,Rainy,Truck,19708,2706,8780,7.09
2022,Punjab,Rural,Rural,Clear,Car,5563,650,4197,7.93
2024,Rajasthan,Rural,SH,Fog,Two-Wheeler,7080,361,5355,8.3
2021,Tamil Nadu,Rural,NH,Fog,Two-Wheeler,21365,2434,8873,5.27
2024,Maharashtra,Rural,Rural,Fog,Bus,22206,2232,14010,9.12
2015,Tamil Nadu,Rural,Rural,Fog,Car,5223,400,3155,9.37
2022,Punjab,Urban,SH,Fog,Truck,1203,173,583,5.81
2019,Assam,Urban,NH,Fog,Bus,3009,338,1714,8.15
2021,Assam,Urban,SH,Rainy,Two-Wheeler,13288,1810,8925,5.28
2022,Assam,Urban,City,Clear,Two-Wheeler,13033,1724,9253,5.9
2013,Kerala,Rural,Rural,Fog,Bus,16349,1091,8210,9.39
2020,Haryana,Urban,Rural,Fog,Truck,17734,1876,14175,6.82
2013,Arunachal Pradesh,Rural,Rural,Clear,Car,2411,142,1249,7.13
2022,Uttarakhand,Rural,SH,Rainy,Two-Wheeler,9481,751,4628,5.5
2013,Karnataka,Rural,NH,Clear,Car,2852,161,1605,9.03
2021,Haryana,Rural,City,Fog,Two-Wheeler,12068,715,6578,6.08
2011,Jharkhand,Rural,SH,Fog,Car,23926,2742,10893,7.1
2015,Uttar Pradesh,Urban,City,Clear,Bus,20805,2492,14965,6.98
2011,Karnataka,Urban,SH,Clear,Bus,5023,531,3811,9.28
2018,Telangana,Rural,NH,Rainy,Two-Wheeler,17219,2326,13341,7.59
2019,Madhya Pradesh,Rural,City,Rainy,Two-Wheeler,8386,508,3767,9.42
2014,Himachal Pradesh,Rural,City,Rainy,Bus,11898,688,9354,6.04
2019,Goa,Rural,City,Fog,Truck,21017,2726,9928,5.04
2024,Tamil Nadu,Urban,SH,Rainy,Car,10150,1183,7698,8.15
2018,Karnataka,Rural,City,Clear,Bus,16278,2289,8050,6.39
2023,Odisha,Rural,Rural,Rainy,Car,10959,1092,8591,8.69
2011,Odisha,Rural,City,Fog,Car,12906,1844,8844,8.19
2024,Arunachal Pradesh,Rural,NH,Rainy,Two-Wheeler,2769,389,1231,9.47
2023,Arunachal Pradesh,Rural,SH,Clear,Truck,10692,998,4916,7.57
2017,Gujarat,Rural,NH,Fog,Truck,3583,296,2784,9.07
2012,Haryana,Urban,NH,Fog,Truck,6710,789,2834,6.95
2011,Arunachal Pradesh,Rural,Rural,Rainy,Bus,3971,334,3009,5.76
2013,Punjab,Urban,SH,Rainy,Two-Wheeler,24026,2312,14297,7.19
2022,Uttarakhand,Urban,City,Fog,Truck,24462,2833,9990,5.04
2016,Uttarakhand,Rural,City,Rainy,Bus,16074,1982,11751,7.08
2012,Himachal Pradesh,Rural,NH,Rainy,Car,16768,1110,9979,7.41
2020,Telangana,Urban,City,Rainy,Truck,19635,1636,13537,6.4
2018,Himachal Pradesh,Rural,City,Rainy,Bus,21456,2599,9288,6.07
2017,Chhattisgarh,Urban,City,Clear,Two-Wheeler,947,127,680,5.04
2014,Madhya Pradesh,Rural,SH,Fog,Bus,13527,1368,7308,5.84
2017,Karnataka,Rural,Rural,Rainy,Bus,8388,596,3857,5.15
2019,Chhattisgarh,Urban,SH,Fog,Truck,6979,627,4047,7.32
2016,Haryana,Urban,SH,Fog,Truck,12447,1157,6936,8.41
2023,Bihar,Rural,SH,Clear,Truck,23502,1178,16173,7.33
2013,Goa,Rural,Rural,Clear,Truck,3416,292,1667,8.91
2013,Delhi,Rural,City,Fog,Truck,20683,2010,13246,9.43
2020,Rajasthan,Rural,NH,Clear,Truck,17302,872,7532,6.53
2020,Uttarakhand,Urban,Rural,Clear,Truck,9488,1242,5936,8.53
2020,West Bengal,Rural,SH,Rainy,Car,3560,310,2540,5.61
2011,Haryana,Rural,City,Rainy,Car,5490,424,3485,6.4
2016,Gujarat,Rural,Rural,Fog,Car,3049,335,1937,5.05
2012,Madhya Pradesh,Urban,NH,Clear,Two-Wheeler,9895,782,7678,6.25
2015,Bihar,Urban,City,Rainy,Truck,3512,270,2690,8.82
2010,Chhattisgarh,Urban,SH,Clear,Car,3344,192,2069,8.98
2024,Tamil Nadu,Rural,City,Clear,Bus,9698,612,6789,6.29
2024,Jharkhand,Rural,SH,Clear,Two-Wheeler,7378,1062,3837,7.0
2015,Karnataka,Rural,NH,Rainy,Bus,11672,1669,8799,9.24
2024,Punjab,Urban,NH,Fog,Two-Wheeler,22698,2416,17449,7.61
2011,Haryana,Urban,City,Clear,Bus,21251,2952,14363,6.13
2017,Haryana,Rural,City,Clear,Two-Wheeler,24014,2107,10443,8.27
2012,Madhya Pradesh,Urban,Rural,Clear,Car,4228,505,1991,7.64
2012,Himachal Pradesh,Rural,City,Fog,Two-Wheeler,13454,1978,10461,9.03
2018,Chhattisgarh,Rural,Rural,Fog,Two-Wheeler,23786,3320,17172,8.91
2022,Tamil Nadu,Urban,NH,Fog,Two-Wheeler,6328,465,3394,9.2
2020,Punjab,Rural,SH,Rainy,Truck,22460,1301,9724,5.77
2022,Haryana,Rural,City,Fog,Two-Wheeler,19736,1608,10682,7.24
2020,Punjab,Urban,SH,Rainy,Bus,11095,980,6575,8.35
2011,Madhya Pradesh,Rural,SH,Fog,Car,14155,1051,7120,9.33
2014,Goa,Urban,NH,Clear,Two-Wheeler,19777,2762,15556,7.85
2019,Arunachal Pradesh,Urban,City,Rainy,Bus,24993,2063,14209,6.27
2022,Maharashtra,Urban,NH,Clear,Two-Wheeler,4958,435,2679,5.25
2012,Bihar,Urban,City,Rainy,Truck,23660,3301,16233,9.2
2018,Rajasthan,Urban,SH,Fog,Truck,13464,1316,9735,8.59
2022,Punjab,Urban,City,Rainy,Two-Wheeler,9629,630,7226,6.12
2015,Assam,Rural,NH,Fog,Two-Wheeler,23044,2821,9780,7.05
2022,West Bengal,Urban,NH,Fog,Bus,10994,737,5233,9.49
2020,Delhi,Rural,NH,Clear,Car,24856,1299,13707,7.55
2017,West Bengal,Rural,SH,Clear,Truck,11819,859,4921,7.84
2017,Maharashtra,Urban,SH,Clear,Bus,1593,114,767,5.67
2011,Goa,Rural,City,Fog,Car,5339,545,3664,9.47
2018,Himachal Pradesh,Urban,Rural,Fog,Bus,7722,848,4254,7.02
2019,Bihar,Urban,SH,Clear,Truck,22855,2583,17873,8.86
2014,Kerala,Rural,NH,Clear,Car,17073,2491,7697,8.25
2015,Rajasthan,Urban,Rural,Rainy,Car,3583,279,2242,6.06
2023,Tamil Nadu,Rural,Rural,Rainy,Bus,3024,436,1744,9.1
2023,West Bengal,Urban,NH,Clear,Truck,11787,1140,6812,9.09
2021,Haryana,Urban,City,Clear,Car,11167,646,5964,5.16
2012,Haryana,Urban,SH,Rainy,Car,19300,2372,13799,8.54
2013,Punjab,Rural,Rural,Fog,Two-Wheeler,5279,373,3866,9.24
2011,Kerala,Urban,NH,Fog,Car,1969,242,1273,5.13
2018,Odisha,Rural,City,Clear,Two-Wheeler,22898,2974,16997,8.6
2015,Arunachal Pradesh,Rural,City,Rainy,Bus,1523,213,880,7.7
2015,Assam,Rural,SH,Rainy,Two-Wheeler,21057,1409,11596,6.38
2010,Tamil Nadu,Rural,Rural,Clear,Car,14708,2185,6438,8.02
2017,Himachal Pradesh,Rural,City,Rainy,Bus,7955,966,5242,7.67
2016,Telangana,Rural,SH,Clear,Two-Wheeler,14949,1694,10165,7.09
2014,Goa,Rural,Rural,Clear,Car,958,94,732,7.16
2022,Bihar,Urban,NH,Clear,Car,14300,734,8528,5.16
2014,Jharkhand,Rural,SH,Clear,Bus,2425,182,1338,7.9
2015,Delhi,Rural,City,Fog,Two-Wheeler,8245,701,6229,5.4
2011,Kerala,Urban,City,Clear,Car,20652,2196,10755,5.3
2021,West Bengal,Urban,Rural,Fog,Two-Wheeler,4928,306,3030,5.2
2019,Gujarat,Rural,Rural,Rainy,Truck,5281,273,2907,6.23
2015,Jharkhand,Urban,NH,Rainy,Bus,4106,591,2489,8.97
2012,Gujarat,Rural,Rural,Rainy,Two-Wheeler,1433,169,813,7.75
2010,Arunachal Pradesh,Urban,City,Clear,Car,21986,1272,16294,5.54
2013,Tamil Nadu,Urban,NH,Rainy,Car,16022,979,6480,8.87
2018,Haryana,Urban,City,Clear,Truck,22268,1946,16646,5.06
2012,Telangana,Urban,SH,Clear,Bus,7116,798,5305,5.2
2018,Uttarakhand,Urban,NH,Clear,Car,22558,2794,13108,7.24
2022,Goa,Rural,SH,Clear,Two-Wheeler,22798,3103,17783,9.27
2017,Assam,Rural,SH,Clear,Truck,3792,312,2456,7.37
2018,Gujarat,Rural,Rural,Clear,Bus,20161,1556,13731,7.56
2012,Kerala,Rural,Rural,Rainy,Bus,9202,688,5362,6.9
2018,Gujarat,Rural,Rural,Rainy,Truck,16550,2003,9983,8.76
2024,Haryana,Rural,NH,Fog,Car,12013,990,5309,8.34
2017,Gujarat,Rural,SH,Fog,Truck,14368,2039,11200,6.59
2013,Chhattisgarh,Urban,Rural,Rainy,Two-Wheeler,17165,2039,12268,9.23
2019,Chhattisgarh,Urban,NH,Clear,Car,18417,2000,10933,5.17
2013,Andhra Pradesh,Urban,SH,Clear,Two-Wheeler,12521,1353,9538,6.3
2024,Chhattisgarh,Urban,NH,Rainy,Two-Wheeler,13266,1142,9334,8.97
2021,Gujarat,Rural,NH,Clear,Car,22536,2723,13982,8.94
2021,West Bengal,Rural,SH,Clear,Truck,15319,1448,10511,9.02
2021,Karnataka,Urban,SH,Rainy,Bus,11615,932,6389,5.56
2011,Telangana,Urban,SH,Rainy,Car,5917,427,4185,8.43
2020,Odisha,Urban,NH,Clear,Car,9633,873,6698,9.05
2020,Uttar Pradesh,Urban,SH,Clear,Two-Wheeler,20998,2190,13703,7.08
2016,Chhattisgarh,Rural,City,Clear,Bus,23307,2588,13287,7.5
2015,West Bengal,Rural,City,Rainy,Two-Wheeler,24121,3314,13354,8.61
2024,Madhya Pradesh,Rural,SH,Rainy,Bus,23738,2630,9575,6.42
2019,Kerala,Rural,SH,Clear,Car,10719,1009,8190,6.12
2016,Telangana,Urban,NH,Rainy,Bus,580,31,403,7.45
2013,Uttarakhand,Urban,NH,Rainy,Car,20875,2702,13719,5.35
2017,Madhya Pradesh,Urban,Rural,Clear,Truck,6224,528,2498,6.03
2022,Tamil Nadu,Rural,NH,Fog,Truck,1301,183,798,8.23
2014,Madhya Pradesh,Urban,Rural,Clear,Truck,19988,1913,9346,8.28
2019,Delhi,Urban,City,Clear,Two-Wheeler,24022,3127,16022,6.43
2013,Uttarakhand,Rural,SH,Rainy,Truck,12944,1338,8591,7.75
2016,Punjab,Rural,Rural,Fog,Truck,16090,1864,7117,7.98
2015,Tamil Nadu,Rural,NH,Fog,Two-Wheeler,4260,566,1946,8.4
2011,Rajasthan,Rural,SH,Clear,Car,23919,1894,18458,6.53
2014,Tamil Nadu,Urban,SH,Fog,Truck,9002,1117,4140,5.04
2011,Maharashtra,Urban,SH,Rainy,Car,22549,1765,9461,5.82
2017,Haryana,Urban,SH,Rainy,Truck,15219,2188,8462,5.82
2017,Punjab,Rural,SH,Fog,Truck,6460,968,3429,7.12
2021,Bihar,Rural,Rural,Rainy,Car,19751,2704,14080,8.0
2012,Jharkhand,Rural,Rural,Fog,Car,17549,2236,11600,8.45
2015,Haryana,Rural,NH,Fog,Truck,3249,356,2148,8.16
2023,Kerala,Rural,SH,Clear,Truck,24879,2876,17674,7.4
2020,Uttarakhand,Urban,City,Clear,Bus,8934,832,4330,6.02
2012,Punjab,Urban,SH,Fog,Bus,10025,856,5151,7.2
2017,Tamil Nadu,Rural,NH,Fog,Bus,13421,1555,6182,7.88
2018,Gujarat,Urban,NH,Fog,Car,15347,2064,8391,6.09
2020,Odisha,Rural,NH,Fog,Truck,2591,185,1907,6.89
2020,Punjab,Rural,Rural,Clear,Truck,6763,821,4536,5.79
2013,Gujarat,Urban,SH,Clear,Truck,22597,1328,14780,7.73
2013,Haryana,Urban,City,Fog,Two-Wheeler,6839,751,3762,5.19
2017,Telangana,Urban,City,Fog,Car,8291,816,5928,8.57
2020,Himachal Pradesh,Urban,NH,Rainy,Bus,5400,790,3966,9.1
2011,Maharashtra,Urban,NH,Rainy,Car,17015,2484,12280,7.38
2017,Odisha,Rural,City,Clear,Truck,6641,764,3231,7.38
2012,Goa,Urban,City,Clear,Car,4175,339,3076,8.85
2012,Uttarakhand,Rural,City,Clear,Truck,24312,3280,18790,5.32
2022,Odisha,Rural,NH,Clear,Truck,23686,1603,16295,5.33
2015,Tamil Nadu,Urban,City,Clear,Truck,9013,854,5225,5.62
2019,Odisha,Rural,Rural,Clear,Two-Wheeler,18078,1746,13773,5.54
2018,Telangana,Rural,Rural,Clear,Truck,22355,2507,13739,6.51
2023,Punjab,Urban,NH,Rainy,Truck,23321,1858,9701,7.68
2022,Kerala,Urban,NH,Rainy,Car,11972,852,7102,7.39
2013,Kerala,Rural,NH,Rainy,Car,564,48,272,8.0
2022,West Bengal,Urban,SH,Rainy,Truck,5630,598,3812,6.45
2015,Himachal Pradesh,Rural,NH,Clear,Bus,3612,412,2077,8.47
2012,Chhattisgarh,Urban,SH,Clear,Car,17234,1047,12743,7.97
2014,Uttarakhand,Urban,City,Rainy,Car,18276,1779,8907,9.17
2017,Rajasthan,Urban,City,Fog,Two-Wheeler,12683,1697,5917,5.04
2021,Telangana,Urban,City,Rainy,Two-Wheeler,12540,769,6629,5.28
2017,Maharashtra,Urban,City,Clear,Two-Wheeler,19857,1326,12685,5.05
2023,Uttar Pradesh,Urban,City,Rainy,Truck,14441,1101,8240,6.78
2024,Himachal Pradesh,Urban,City,Rainy,Truck,3830,536,1911,8.93
2017,Gujarat,Urban,Rural,Clear,Truck,18507,1862,11110,9.37
2021,Goa,Rural,Rural,Clear,Two-Wheeler,5273,300,2242,6.23
2012,Goa,Rural,City,Fog,Car,2767,256,1364,6.16
2020,Bihar,Urban,Rural,Rainy,Two-Wheeler,20391,1282,11437,8.86
2024,Gujarat,Urban,SH,Fog,Car,19103,1236,9941,5.44
2012,Bihar,Urban,Rural,Rainy,Two-Wheeler,14691,1789,6764,7.73
2014,Assam,Urban,Rural,Rainy,Truck,24298,3524,16096,7.49
2019,Telangana,Urban,City,Fog,Two-Wheeler,21557,2373,15429,9.39
2021,Tamil Nadu,Rural,SH,Fog,Truck,14134,1445,10952,6.87
2017,Tamil Nadu,Rural,NH,Clear,Car,6198,545,2564,6.62
2016,Rajasthan,Rural,NH,Clear,Truck,22671,1726,10194,5.84
2020,Delhi,Urban,NH,Rainy,Bus,773,104,605,7.44
2019,Goa,Rural,NH,Rainy,Two-Wheeler,11990,1570,8002,9.22
2023,Himachal Pradesh,Rural,NH,Clear,Two-Wheeler,13839,2033,10179,6.14
2021,Haryana,Urban,Rural,Rainy,Truck,4354,615,2854,7.4
2018,Himachal Pradesh,Urban,SH,Rainy,Car,22279,1525,11408,6.47
2011,Delhi,Urban,City,Rainy,Bus,23700,2381,14054,7.6
2018,Madhya Pradesh,Urban,City,Rainy,Two-Wheeler,17710,990,8843,5.06
2017,Tamil Nadu,Rural,SH,Rainy,Car,18982,1196,9879,9.36
2024,Kerala,Rural,NH,Fog,Truck,12713,1203,8865,6.8
2016,Kerala,Rural,SH,Clear,Truck,12922,1827,7403,7.67
2020,Assam,Urban,City,Rainy,Two-Wheeler,10992,1181,7695,9.13
2016,Uttarakhand,Urban,SH,Rainy,Car,24168,1227,11663,5.25
2019,Maharashtra,Urban,City,Rainy,Bus,24068,2402,19227,6.79
2018,West Bengal,Urban,SH,Clear,Truck,11792,1372,5896,5.05
2012,Haryana,Urban,SH,Clear,Truck,11176,1432,4742,8.19
2017,Kerala,Urban,SH,Rainy,Car,23277,2847,12638,5.37
2023,Delhi,Urban,City,Rainy,Bus,21972,1738,16314,7.82
2014,Uttar Pradesh,Rural,City,Rainy,Truck,15932,1171,11068,9.35
2019,Delhi,Urban,Rural,Clear,Truck,9077,977,5857,7.65
2023,Karnataka,Rural,City,Rainy,Two-Wheeler,15272,2223,8113,6.72
2020,Punjab,Rural,NH,Clear,Bus,2771,269,1152,9.22
2011,Jharkhand,Urban,Rural,Fog,Truck,24379,2802,11723,8.25
2014,Haryana,Urban,Rural,Rainy,Bus,14328,1789,7873,6.65
2022,West Bengal,Urban,City,Fog,Truck,15115,1936,6327,7.91
2015,Maharashtra,Rural,Rural,Clear,Bus,1369,146,821,5.96
2020,Madhya Pradesh,Rural,Rural,Rainy,Bus,16580,1578,9311,9.45
2020,Punjab,Urban,SH,Clear,Car,3885,369,1931,7.32
2022,Haryana,Rural,NH,Clear,Car,16543,2345,11914,8.08
2016,Uttarakhand,Urban,NH,Fog,Truck,8759,457,5194,6.08
2024,Arunachal Pradesh,Rural,SH,Rainy,Car,965,102,431,6.84
2014,Telangana,Urban,NH,Rainy,Bus,10131,1341,5288,6.47
2015,Arunachal Pradesh,Rural,NH,Clear,Truck,14895,1644,10081,6.28
2024,Delhi,Rural,City,Rainy,Truck,3003,219,1961,8.73
2013,Haryana,Rural,City,Clear,Two-Wheeler,6926,711,3175,5.08
2020,Assam,Urban,SH,Fog,Car,4695,273,2679,8.34
2012,Uttar Pradesh,Rural,NH,Rainy,Car,19446,2487,13123,5.68
2020,Maharashtra,Rural,Rural,Fog,Truck,10902,1320,6368,6.9
2013,Arunachal Pradesh,Rural,SH,Clear,Car,14598,1758,7389,8.98
2021,Telangana,Urban,Rural,Rainy,Two-Wheeler,6337,326,4330,8.17
2021,Telangana,Urban,Rural,Rainy,Two-Wheeler,14442,1441,9191,7.14
2023,Bihar,Urban,SH,Rainy,Truck,22939,2675,12061,6.27
2017,Karnataka,Rural,NH,Fog,Two-Wheeler,8533,831,6524,6.2
2012,Bihar,Urban,Rural,Rainy,Car,4602,548,2892,5.64
2019,Himachal Pradesh,Rural,Rural,Fog,Two-Wheeler,8109,989,5988,6.63
2024,Rajasthan,Rural,Rural,Clear,Two-Wheeler,10296,1170,8164,6.23
2012,Jharkhand,Urban,NH,Rainy,Bus,6845,412,3849,6.44
2019,Haryana,Urban,SH,Clear,Truck,18427,2483,13746,7.68
2015,Maharashtra,Rural,City,Rainy,Truck,11164,1361,7846,9.32
2014,Jharkhand,Rural,City,Fog,Two-Wheeler,21480,2071,10967,7.33
2021,Assam,Rural,City,Rainy,Bus,5261,520,3280,7.75
2015,Gujarat,Urban,NH,Clear,Truck,6896,630,4066,8.48
2020,Assam,Rural,City,Rainy,Truck,16740,1312,6815,6.42
2015,Gujarat,Urban,City,Clear,Bus,737,56,442,8.14
2023,Uttarakhand,Rural,SH,Rainy,Car,8471,641,5249,6.13
2018,Bihar,Urban,NH,Fog,Truck,11033,1295,6766,6.54
2021,Madhya Pradesh,Urban,NH,Fog,Truck,19829,1898,12062,6.0
2023,Maharashtra,Urban,SH,Rainy,Two-Wheeler,5742,536,3244,8.93
2014,Arunachal Pradesh,Rural,SH,Clear,Two-Wheeler,13348,985,5736,6.56
2018,Himachal Pradesh,Rural,SH,Rainy,Two-Wheeler,4894,733,3698,7.19
2013,West Bengal,Rural,Rural,Rainy,Two-Wheeler,21055,1767,14737,8.27
2023,West Bengal,Urban,City,Rainy,Truck,17925,934,10172,8.53
2015,Haryana,Rural,SH,Rainy,Car,694,43,470,6.78
2014,Chhattisgarh,Rural,Rural,Rainy,Two-Wheeler,23760,1752,17053,5.44
2015,Rajasthan,Rural,SH,Rainy,Two-Wheeler,8579,723,6538,5.63
